docID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
374,banned,site,link,follow,garmin,ngl,soaring,elements,included,attracting,according,looking,zero,solved,adopted,films,recurring,hedge,upgraded,intracellular,publicis,sabadell,star,serving,usd,updated,ringing,allotted,reviewing,cookie,tot,policy,tentatively,hutchison,police,sab,reserved,missing,crt,sm,m,rogue,equities,prelim,notice,plan,intended,injunction,rule,share
375,banned,edwards,site,companies,yen,starting,link,japan,pe,trailing,japanese,ngl,collapsing,follow,chart,publicis,amateur,soaring,released,currency,raised,services,shocking,included,wow,attracting,exports,deflationary,looking,leaving,experiment,extraordinary,raw,clipboard,zero,solved,delayed,fed,preserving,adopted,lower,hedge,resulting,git,upgraded,chatting,helping,suggested,growth,spike
376,banned,site,link,reopening,follow,repo,garmin,takedown,auction,following,ngl,soaring,pulled,tended,elements,lehman,included,indirect,tumbling,whopping,attracting,bid,according,bidding,record,looking,noted,played,zero,solved,adopted,films,recurring,hedge,upgraded,bond,stopped,intracellular,shortness,printed,publicis,sabadell,star,serving,usd,becoming,updated,ringing,allotted,average
377,banned,german,site,nominal,eligible,assets,ineligible,terms,link,purchase,ngl,issuance,follow,publicis,buy,bond,par,shortage,vs,supply,scarcity,zero,ownership,depending,soaring,shaken,scarce,taper,value,effectively,price,services,shocking,included,constrained,bnp,attracting,germany,ceiling,tapering,looking,indissoluble,noted,market,perceptual,issue,meaning,solved,determining,hitting
378,transocean,cash,subordination,debt,dropped,issuing,seeking,rig,billion,derived,subordinated,sheet,contract,payments,balance,shell,fuzzy,seadrill,downgrade,ownership,created,partners,assets,flow,equity,provided,net,million,contracted,receiving,common,investors,touched,subdued,ii,math,holder,received,increased,saying,pro,extent,additional,owned,moving,renegotiated,individual,liquidity,controlling,table
379,banned,fed,companies,sp,financial,printing,transmission,site,distributed,running,monetary,stock,lehman,generated,labor,link,flushed,channel,beneficent,follow,ngl,stupid,recession,liquidated,velocity,declared,money,household,acknowledged,policy,nearly,incessantly,publicis,liquidation,plunge,billion,bullish,crisis,centerline,depression,politburo,owing,capitalism,escape,cr,cycle,central,massive,trinity,data
380,vietnam,banned,vietnamese,russia,cam,bay,refuel,site,torpedo,according,terms,genotypic,link,looking,war,region,phenotypic,ngl,iq,predicted,follow,country,publicis,russian,fucking,helped,neighboring,gulf,uss,missing,unilaterally,brooks,communism,agent,acting,cant,ie,dr,aggression,soaring,pouring,staged,asian,hedge,retired,energy,pivot,services,remains,included
381,banned,site,government,dissatisfaction,link,ngl,elected,follow,publicis,etc,missing,bach,companies,soaring,exiled,hijacked,stole,submitted,vein,ha,money,policy,warming,services,included,raggedy,seeing,credit,attracting,ago,bullshit,moaning,unwholesome,propaganda,formed,looking,governance,evil,trying,fiat,petroglyph,root,dark,shifting,zero,collecting,curmudgeon,solved,ersatz,shooting
382,banned,wage,fry,doors,cant,living,cook,fucking,paid,production,services,site,soaring,created,smelling,im,raised,mystery,growing,growth,income,etc,americas,link,looking,employed,ngl,zero,solved,stuck,flipping,labor,shit,follow,pride,hourly,rising,publicis,adjusting,idiot,ill,cut,equipment,economy,sold,clue,population,armageddon,nice,guys
383,banned,watch,connected,apple,phone,smart,cell,site,battery,etc,link,status,distracted,ngl,devices,supposed,tall,follow,id,publicis,am,ubiquity,interrupted,complicity,guys,reserved,spent,huh,tom,personally,productivity,cant,refuse,maybe,anglo,soaring,evaporated,putting,submitted,device,activated,incoming,services,functionality,included,quietude,worthy,caught,diminishing,attracting
384,banned,site,saying,link,ngl,adopted,follow,publicis,short,zero,soaring,money,distortion,european,services,included,attracting,banks,ago,looking,areal,massaging,collecting,solved,fed,hedge,including,upgraded,bond,peat,pollen,profligacy,predicted,hope,singularity,sabadell,happening,serving,edict,oceania,usd,updated,placing,ringing,buying,equipment,allotted,garmin,eurasian,flick
385,banned,commission,informant,inquiry,site,investigation,rented,tortured,commissioner,link,congressional,bob,ngl,destroyed,torture,follow,publicis,house,tape,obstructed,white,interrogation,senator,false,sol,story,soaring,probing,bothered,hamilton,version,refused,strung,services,included,cia,graham,attracting,considered,compromised,lee,looking,described,zero,solved,resigned,sternly,claimed,discovered,adopted
386,banned,storage,oil,growing,site,included,producers,according,missing,link,looking,importing,refineries,production,crude,follow,supply,perversely,garmin,wealth,houston,producing,independent,taking,driven,wont,dramatic,cant,ngl,ironic,soaring,moved,insulted,booming,tanker,energy,elements,mystery,seeing,st,attracting,capacity,terms,refinery,marginal,paying,blown,reopening,m,trying
387,banned,site,collapse,link,looking,follow,garmin,hung,ngl,soaring,staged,elements,indeed,course,included,attracting,bullshit,maiming,according,pace,divergence,hither,zero,solved,adopted,films,recurring,hedge,upgraded,intracellular,growth,bounce,downturn,times,box,publicis,sabadell,coming,freed,destitute,star,serving,usd,updated,ringing,share,laughing,allotted,secede,moving
388,banned,auction,shorts,site,repo,link,yesterday,clinging,follow,garmin,ngl,soaring,note,elements,included,trading,attracting,special,according,ugly,looking,morning,run,pushed,zero,solved,adopted,films,recurring,hedge,upgraded,bond,tight,intracellular,predicted,accelerating,publicis,sabadell,weeks,allowed,star,serving,usd,updated,ringing,allotted,assured,reviewing,loosened,cookie
389,data,eisai,phase,clinical,study,dose,lymphoma,preclinical,terms,including,patient,development,excited,mg,escalation,cohort,enroll,im,tumor,looking,implicated,program,expansion,forward,robert,activity,safety,providing,mutant,thanks,solid,tolerability,additional,peter,seeking,trial,overexpression,evaluating,malignant,achieved,ongoing,taking,follicular,literature,response,population,control,seeing,opportunity,pediatric
390,marijuana,decriminalize,refused,hampshire,bill,decriminalization,pot,passing,introduced,law,veto,colorado,trying,ticket,test,senate,supermajority,hoe,federal,received,beta,gubernatorial,sponsored,legalized,overriding,sold,passed,deaf,winning,pun,pushback,vote,wont,washington,cant,payday,recreational,intended,unsuccessful,offense,failed,speaking,alaska,greed,possession,recently,writing,refund,politically,adam
391,food,pet,kibble,contaminated,implemented,lawsuit,refused,petcare,glycol,dry,propylene,calling,law,labeling,companies,letter,reaching,dick,california,ill,according,antifreeze,occurring,produced,test,senator,dog,implementation,claimed,adulterated,urging,investigate,received,beta,protecting,bulldog,searchable,weeks,revealed,saying,tagged,administration,components,posted,prevent,toxin,drug,deaf,fungus,nestle
392,stores,apple,recode,refused,fitness,retail,competing,cited,rival,considering,products,notified,watch,test,carrying,received,beta,metrics,jawbone,tagged,disappeared,removed,surfacing,nigh,unsurprising,accessories,rework,deaf,competition,cant,sales,payday,branding,devices,reported,wearable,tracker,failed,nike,greed,executive,spokesperson,writing,refund,removal,merchandise,tracking,arrival,currently,fate
393,sony,fraudulent,refused,account,banned,games,password,user,hostage,considering,disputing,keeping,terrible,changing,test,supposed,films,blaming,received,beta,downloadable,explained,disputed,posted,surfaced,mischief,scaling,holding,ransom,gifted,deaf,wondering,taking,employee,pay,network,budge,wont,payday,ironic,console,bad,unauthorized,dilemma,failed,indefinitely,greed,tale,warranty,writing
394,refused,warranty,maintenance,models,free,learned,length,test,pulling,including,program,received,beta,saying,starting,powertrain,scaling,vehicle,coverage,deaf,scheduled,payday,instead,cutting,failed,perk,sway,greed,convinced,writing,brands,tire,refund,company,airlines,motors,faith,communicate,ticket,testing,password,invitation,valuable,rank,journal,window,mile,battle,print,worker
395,camus,scam,received,calling,refused,arrested,woman,phone,tax,impersonation,scammer,senate,prepaid,protected,robbing,committee,season,shamed,daughter,airlines,telephone,demanding,test,history,owe,fraud,threatened,fallen,federal,beta,saying,pretending,mailbox,hiding,tagged,payments,safeway,unsuspecting,involved,computers,treasury,targeted,deaf,immediately,aware,added,deportation,purported,correspondence,pay
396,attendant,flight,woman,blanket,nursing,saying,refused,plane,airlines,husband,mother,feeding,loudly,airline,son,incident,putting,uncomfortable,seated,cover,airplane,apology,unfolding,draped,according,realized,delta,shamed,crew,folded,comfort,test,stuffy,containing,baby,trip,seat,diverted,received,angered,beta,post,displeased,confirmed,walking,takeoff,born,embarrassed,ashamed,waiting
397,refused,parked,police,caught,camera,serial,recognized,feces,car,hitting,test,resident,dumping,hes,fecal,received,stinky,criminal,beta,grooming,petsmart,bandit,photo,suspect,faced,mischief,driveway,wee,deaf,misdemeanor,villain,lookout,cant,vigilant,payday,messy,mysterious,citizens,stay,action,failed,brave,damaging,greed,writing,focused,refund,saving,seventh,hit
398,petsmart,pet,grooming,refused,groomer,dog,bubba,stressful,released,justice,attracted,nail,safety,leaving,family,local,test,helping,sedation,received,beta,bulldog,happening,saddened,collapsed,situations,investigation,pup,death,deaf,care,salon,payday,sympathy,breathing,publicity,breathe,failed,nearest,certification,vet,breed,greed,home,accountable,writing,tolerate,refund,learn,appropriately
399,walmart,products,refused,stores,logo,women,companies,displayed,empowering,provided,according,pledged,produced,test,including,helping,remover,tried,shoes,received,beta,bra,shoppers,amp,deaf,campaign,retail,newborn,prominently,announced,sticking,sexy,payday,nonprofit,failed,greed,tea,saver,writing,dedicated,refund,shine,hefty,bring,airlines,awareness,associates,officially,faith,recognition
400,altria,dividend,sab,cigarette,tobacco,miller,products,growth,payments,investors,brands,seeking,company,smoke,smokeless,ratio,investing,sp,billion,harmful,deviation,winery,ownership,consecutive,percentage,rising,increased,income,earnings,growing,expected,grown,current,share,managed,driven,heated,payout,companies,excluding,created,examined,analyzed,adjusted,morris,index,billed,raising,wine,category
401,ideas,science,idea,im,universe,god,atheism,trying,hypothesis,podcast,models,episode,scientific,life,music,brain,atheist,cant,professor,scientist,mouse,belief,markets,radio,believe,true,read,wrong,die,person,multiverse,happiness,lot,meaning,evidence,notion,studying,bad,religious,looking,hear,bang,created,communicating,prerequisite,am,university,lots,freak,santos
402,ideas,idea,science,im,music,mouse,brain,trying,universe,markets,radio,life,happiness,lot,die,read,scientific,professor,studying,models,podcast,freak,episode,bad,cant,atheism,society,looking,lots,hemisphere,human,university,true,actually,retired,cancer,person,alive,spent,research,hes,retirement,believe,data,saying,people,lloyd,notion,laughter,am
403,behavioral,im,podcast,radio,music,episode,actually,times,evolved,data,economics,listening,advertising,mather,designing,ideas,trying,freak,found,honest,cancel,hired,science,kim,employee,decided,sales,center,call,read,interviewed,brain,job,norming,bossa,honesty,learned,studying,terms,pay,supervisor,idea,looking,world,evil,die,discussed,choice,research,steering
404,behavioral,music,evolved,im,times,radio,actually,podcast,designing,freak,honest,advertising,ideas,data,trying,brain,found,hired,science,bossa,cant,sales,terms,episode,listening,read,economics,idea,job,steering,cancel,designed,mather,okay,call,honesty,chris,research,companies,supervisor,center,perfectly,psychology,saying,employee,calling,interviewed,thinking,die,people
405,radio,podcast,freak,sick,read,dictate,ideas,lifestyles,allowed,sleep,die,idea,episode,discussed,subway,hacking,job,am,insomnia,health,employer,food,employee,hut,restaurants,ambulance,sales,junkie,times,hospital,fired,afflicted,lawn,manager,joining,drenched,tossing,matter,bank,basic,pizza,pot,smacking,hidden,illness,elizabeth,progression,ill,considered,wearing
406,kim,thinking,trying,im,bank,poverty,radio,president,ideas,world,podcast,stunted,read,freak,development,actually,learned,anthropology,hes,economics,music,dr,data,behavioral,health,dissertation,school,mental,poor,skin,looking,models,cream,field,lot,idea,course,academia,institution,kept,quarterback,tried,kids,growth,anthropologist,socially,sector,hacking,developing,mother
407,kim,podcast,radio,freak,bank,episode,development,read,dr,ideas,behavioral,banks,hacking,die,idea,world,behavior,president,discussed,economics,including,reorganization,influential,bringing,saying,talking,sales,junkie,wage,times,dismantling,communicating,report,joining,minimum,pot,laid,rescued,smacking,progression,water,keeping,poverty,looking,football,paying,academic,media,executed,sitting
408,terrorism,suicide,jacobs,im,bloom,summit,looking,podcast,music,terrorist,occupation,radio,terror,attack,strategic,ideas,al,religion,freak,political,lanka,islamic,sri,robert,violent,including,tactical,smallpox,war,kill,data,tamil,jihad,military,idea,trying,air,security,jack,read,lot,worse,actually,basque,hes,fundamentalism,strategy,root,education,doctrine
409,terrorism,suicide,im,jacobs,bloom,music,radio,ideas,summit,occupation,podcast,freak,looking,terrorist,attack,smallpox,data,tactical,islamic,idea,security,strategic,basque,fundamentalism,root,kill,education,political,worse,read,koran,trying,produced,military,talking,government,communities,religion,actually,thinking,including,die,robert,lot,putting,minds,saying,leadership,middle,professor
410,radio,freak,podcast,ideas,looking,read,idea,die,firms,episode,discussed,john,institute,times,creative,exciting,revolutionize,practitioner,sales,junkie,nonprofit,hacking,im,joining,pot,smacking,summer,seeing,progression,charitable,field,knowing,kim,solutions,brainstorming,revolution,website,gnarly,bank,thinking,mission,spi,publications,previous,research,hot,science,chosen,am,partners
411,evans,inflation,noted,fed,speech,liftoff,labor,dovish,gold,environment,low,rate,strong,urging,acknowledged,hawkish,camp,seeking,chicago,according,added,guidance,view,painted,forward,chair,current,lower,projected,president,credited,investors,waiting,dove,nugget,monetary,picking,risk,notable,unofficial,target,etf,economic,economy,buried,created,released,pulled,forced,report
412,euro,fx,measured,economics,musing,institutions,nigh,tort,run,cognition,launching,domestic,citizenry,expansionary,drum,desperation,disproportionate,renaissance,effect,plausible,currency,juice,stagnation,deliberately,short,cultural,simon,sick,liberty,namely,wealthy,jury,fruit,exchange,mexican,feeling,scott,engineer,style,data,impossible,modern,depreciation,vs,society,innovation,rate,import,rich,drag
413,culture,poverty,educated,married,poor,success,birth,shortage,brooks,kids,creeping,putting,im,women,focusing,cake,divorce,linking,black,marriage,drone,sympathetically,terms,identifying,norm,described,ok,settled,explanation,retrograde,example,permissive,costless,feel,birthrate,propeller,college,society,motherhood,rate,education,actually,career,charging,japanese,saying,dicey,ww,woody,persuasion
414,reunification,korea,south,north,korean,unification,german,nk,germany,terms,east,divided,sk,west,growth,lockbox,created,china,supporting,lots,reunified,seeing,society,according,am,obligation,reunify,importing,ignoring,bank,including,living,development,money,ddr,union,war,communist,etc,simply,succinct,support,currency,born,military,inevitable,ante,policy,totalitarian,american
415,libertarian,social,singapore,libertarianism,country,conservative,culturally,immigration,government,socially,gay,im,am,id,danish,terms,welfare,looking,taxation,paradise,liberal,freedom,segregation,care,white,free,progressive,living,canada,move,population,chile,ideological,economic,live,corrupt,prostitution,relatively,nanny,alberta,world,pretty,outside,class,redistributive,increasing,culture,policy,progressivism,schools
416,house,owner,finding,married,trouble,marry,terms,joke,suitable,listing,trying,polygamous,girl,dowry,ad,tried,society,houses,economics,markets,rp,assumed,serious,tort,prostitution,cognition,launching,passing,featured,widow,salon,sweeten,website,ie,indonesian,subtle,lost,renaissance,virgin,lines,women,dawn,stagnation,hidden,philippines,translation,cultural,indonesia,presumably,sick
417,diamond,carbon,loved,probably,earring,commemorate,forming,isolated,desired,spaces,brooch,supposed,punched,ball,hong,estrada,burned,pendant,glittering,placenta,converted,graphite,glossy,impurity,disrespectful,becoming,color,necklace,calcium,co,deceased,carried,ms,eg,tort,cognition,peoples,launching,dope,nitrogen,loaded,breaking,wont,cant,delicate,mud,funeral,renaissance,manufacturers,fascinating
418,iq,chess,race,murray,racism,im,pm,telling,grammar,genetics,genetically,contemporary,ignored,criticism,civilization,genetic,taught,directed,skin,guys,taking,pun,seriously,predictor,alien,theory,concept,sorry,subjective,graded,individuated,gap,acquired,switched,pessimistic,whatever,inequality,seeing,accept,charitable,intensive,considered,wrong,entrepreneur,evolved,conjunction,philosophy,matched,stage,assessing
419,treaty,terms,american,senate,economics,im,president,ratification,trade,explicitly,received,patent,consent,chicken,negotiating,deal,pasteurization,course,negotiated,executive,republican,arbitration,exactly,chlorine,example,chinese,peace,id,germany,agreement,talking,knowing,am,nafta,faculty,congress,circumvent,france,whenever,signed,civilly,government,companies,token,opposed,ratify,office,paperwork,hay,supplies
420,assets,negative,central,banks,nominal,operations,liquid,bank,buying,currency,exports,effect,rate,instruments,trying,safe,inflation,risk,zero,collateral,bond,expected,securities,german,money,liquidity,reserves,monetary,real,signaling,cant,titled,keynesian,equilibrium,acquired,economics,price,stagnation,excess,shifted,markets,european,insurance,banking,saving,credit,capacity,optimal,terms,fiscal
421,played,sport,kids,tennis,sports,soccer,football,hs,school,baseball,basketball,golf,swimming,play,kid,injury,team,playing,rugby,im,college,running,wrestling,squash,hes,fun,lots,boxing,learned,schools,id,martial,body,ball,cant,league,opportunities,risk,skill,band,arts,life,lot,robotics,physical,frisbee,learn,growing,drowning,camaraderie
422,including,drilling,producing,drilled,texas,south,net,acreage,spud,operations,oil,boe,reserves,gross,company,production,seeking,gas,million,proved,david,basin,eagle,limestone,larsen,operator,ford,recognized,joining,awaiting,reduced,emerald,budgeted,north,call,provided,looking,conference,morning,region,produced,transcript,initiatives,located,modified,guess,increased,approximate,operating,officer
423,greek,weeks,asylum,argument,nuclear,cant,buried,im,iranian,invasion,israel,government,hes,borders,am,addressed,math,ad,serious,treaty,german,seriously,coward,looking,european,deep,minister,opposed,mongol,supposed,left,failed,exactly,program,residence,permanently,lots,letter,mood,maybe,poland,acquiesce,saying,wing,tenured,immigration,bombing,money,athens,dig
424,eugenics,fascist,inequality,communism,fascism,noted,italy,capitalism,statistics,orientation,science,created,endorsed,catholic,nazi,economics,name,minded,markets,population,tied,attacked,rosser,starbucks,picked,lepore,published,dropped,church,mingling,joined,sending,nontrivial,executed,trying,political,democracy,decided,reviled,signed,memory,solved,vilification,history,minor,pretty,left,discovered,adopted,italian
425,party,hawaiian,china,welfare,lama,paid,tax,according,communism,trying,cant,sticker,importing,living,beijing,rich,mainland,republican,income,communist,regressive,leadership,regional,growing,ccp,people,bumper,bishop,heartland,sales,average,taiwanese,created,moved,pretty,landed,pm,faction,veiled,xi,reform,generation,west,rushing,haggling,vietnam,collapse,rural,poor,etc
426,contractionary,banks,reserves,stimulative,money,negative,created,securities,regarding,learned,considering,cash,fed,bank,printed,invested,paid,consumed,primary,counterproductive,gold,save,impact,harmony,consumption,ineffective,instead,depending,debating,pushing,lost,output,im,buying,concerning,wasted,undermined,central,course,scenario,provided,deflationary,printing,effective,inflation,boosted,outlet,demographic,investors,productive
427,left,greek,cant,money,austerity,trying,government,banks,am,reality,society,peoples,german,euro,im,economy,live,fault,corrupt,political,default,economic,terms,wont,stupid,power,own,paying,leaving,choose,neoliberal,europe,question,country,rest,held,people,elected,surplus,germany,poor,socialist,looking,sovereignty,planet,saying,integration,democracy,economics,nihilism
428,money,joy,essay,titled,pragmatic,sated,life,accumulating,mistaking,capitalism,filled,live,modern,read,dying,forget,saying,wealth,services,neurosurgeon,ledger,earn,belly,book,happiness,hunger,satisfied,pray,deliberate,roche,lung,punch,caught,beautiful,consulting,educational,advisory,unknown,left,medicine,enormous,living,cancer,institutional,understanding,anyway,financial,founder,llc,powerful
429,cash,broker,holding,sitting,dealer,schwab,demonization,held,nefarious,nash,unit,financial,bull,pragmatic,bank,securities,seeing,relative,capitalism,position,underhanded,aggregate,understanding,course,saying,services,charged,firms,choice,banking,argue,fallacy,implicitly,wont,cant,sells,bad,lost,retired,assets,silly,sweeping,roche,irrational,misleading,system,composition,adam,consulting,existence
430,cash,schwab,holding,position,betterment,invested,protection,firms,nefarious,permanent,bank,cant,broker,account,bearing,brokerage,hold,conflict,sweep,dealer,recommend,assertion,cost,misleading,system,charging,loss,purchasing,necessarily,model,financial,spat,added,bear,fallacy,implicitly,potato,fee,created,pragmatic,accuse,unreasonable,silly,aggressive,essentially,banking,composition,client,choose,paying
431,david,berkshire,reserves,hathaway,released,aleph,written,insurance,lots,lines,asbestos,annual,strengthened,provided,investing,actuarial,letter,write,investments,markets,educated,advice,tailored,lot,page,earnings,past,becoming,investment,maybe,saying,strategies,recorded,weakness,professional,simple,ultimate,added,amazing,featured,significant,spectacularly,float,fond,secret,reputable,managers,specialized,subsidiary,little
432,david,berkshire,hathaway,aleph,written,secret,investing,strategies,imitate,piece,ideas,investments,companies,markets,educated,advice,tailored,division,simple,business,pension,past,saying,bored,toil,write,growing,insurance,treated,professional,idea,featured,spectacularly,actuarial,fond,reputable,managers,specialized,taped,intended,else,marker,letter,investment,obscure,assets,portland,appreciated,advertisement,friend
433,increased,bond,kingdom,united,canada,deflation,seeking,europe,looking,coupled,risk,growth,attractive,european,rate,created,deviated,peripheral,posing,low,keeping,modestly,receiving,decided,offer,investors,rise,satisfactorily,received,offered,additionally,pro,individual,lowering,managed,approximately,changed,losing,managers,incidence,product,regard,plans,comparatively,di,central,leading,alike,portugal,banks
434,david,berkshire,hathaway,aleph,bid,simple,trade,markets,price,written,investments,investors,appreciated,investing,looking,educated,advice,tailored,im,assets,illiquid,piece,idea,trading,past,sell,saying,buy,moving,market,bond,posted,strategies,professional,investment,taking,spread,featured,spectacularly,actuarial,true,fond,secret,reputable,stock,managers,specialized,understood,little,digested
435,david,berkshire,hathaway,aleph,risk,redington,publication,managers,investing,written,investments,assets,asset,strategies,advice,volatility,actuarial,investors,markets,educated,tailored,investment,organizing,past,saying,educate,insurance,professional,simple,client,control,dm,featured,spectacularly,fond,secret,reputable,caution,specialized,principles,intended,opportunities,im,appreciated,advertisement,occasional,impressed,friend,read,idea
436,david,berkshire,hathaway,aleph,industries,investing,written,featured,momentum,industry,ideas,investments,markets,suisse,rotation,educated,advice,tailored,suggested,yearbook,past,valuation,saying,effect,strategies,professional,simple,investment,diligence,security,spectacularly,actuarial,fond,secret,reputable,managers,specialized,abnormal,tended,intended,assets,appreciated,advertisement,portfolio,idea,sagging,insurance,write,breakfast,weakness
437,david,investing,berkshire,assets,hathaway,aleph,written,investments,investors,knowledge,saying,markets,am,industries,managers,educated,advice,asset,tailored,investment,person,average,easy,money,times,past,businessman,business,fool,strategies,sell,professional,wrong,idea,simple,favored,featured,learn,spectacularly,actuarial,write,fond,secret,reputable,specialized,inhibited,intended,opportunities,dozen,im
438,david,berkshire,hathaway,aleph,value,written,assets,theft,tradable,investing,investments,markets,violated,educated,advice,tailored,inbetween,currency,moth,store,past,saying,bordering,strategies,rust,earth,crude,professional,simple,taking,featured,item,security,spectacularly,actuarial,oil,fond,secret,reputable,cant,managers,cult,specialized,heaven,intended,else,investment,government,appreciated,advertisement
439,david,berkshire,hathaway,aleph,crude,written,oil,assets,investing,investments,markets,educated,advice,tailored,updraft,past,saying,strategies,professional,simple,featured,spectacularly,actuarial,changed,fond,secret,reputable,managers,specialized,intended,production,investment,appreciated,advertisement,idea,write,breakfast,security,weakness,bold,fade,occasionally,piece,ideas,immune,fool,marginal,educate,else,shale
440,david,aaa,berkshire,hathaway,bond,aleph,created,corporate,idea,written,spread,credit,swap,simple,investing,risk,complexity,ge,default,investments,managers,security,markets,past,educated,advice,tailored,assets,investment,whiz,clearinghouse,saying,lot,fascinated,strategies,fail,investors,professional,wrong,traded,featured,spectacularly,actuarial,happen,fond,secret,reputable,cant,specialized,intended
441,david,berkshire,hathaway,aleph,investing,written,investments,investors,markets,past,educated,advice,tailored,simple,portfolio,taught,idea,saying,cheapness,helped,strategies,professional,investment,value,featured,spectacularly,actuarial,fond,secret,reputable,managers,specialized,bankruptcy,companies,excluding,pulled,intended,assets,lines,appreciated,advertisement,asset,convinced,write,breakfast,security,learned,weakness,crude,oil
442,retirement,exercise,health,retired,exercising,snow,retiring,terms,stressful,retire,wife,mental,sunshine,trying,stuff,luxury,including,im,tried,denver,am,weeks,becoming,school,enjoy,enjoyable,shovel,wont,slowly,affect,pictures,time,afflicted,diagnosed,moved,live,mentally,quoted,tailbone,life,railroad,sadly,bank,stairs,healthy,active,rushing,seeing,provided,picked
443,paid,tax,deduct,income,reported,deductible,deduction,money,sales,terms,job,paying,im,credit,lot,declare,hustle,credits,withdrawal,retirement,itemize,penalty,moving,advantage,goals,eligible,decided,cant,investments,payment,saved,earned,itemized,save,cd,starting,tool,sold,listed,disagree,cash,educator,wa,post,account,kids,claim,hobby,education,depending
444,exposure,adding,volatility,risk,emotion,tolerate,seeking,investors,annualized,managed,equity,advisor,created,interviewed,advice,considered,averaged,obviously,assessing,receiving,bill,watching,including,terrified,stretch,actively,received,product,rich,dying,allocation,investment,invested,saying,pro,strategy,unknowable,amended,whatever,belie,securities,individual,return,poor,taking,sp,game,invariably,losing,managers
445,sterilization,acetylene,manure,increased,venturi,combustion,received,announced,cutting,fuel,joining,gas,call,partners,hog,sales,navy,opportunities,seeking,industry,system,equipment,lots,swine,confirmed,versus,coal,efficiency,testing,company,focused,regarding,water,looking,continuing,enhanced,initiated,farm,opposed,believe,transcript,test,existing,achieved,waste,degrees,lines,florida,development,spoke
446,oil,armour,companies,looking,investors,interviewed,plank,added,mad,saying,seeking,drilling,ua,populous,created,am,listen,reiterated,raised,connected,ceo,healthy,buy,adding,supermarkets,collapse,learned,apparel,keeping,stock,centre,discussed,m,flooded,money,data,collapsing,shanghai,indra,hence,hosting,received,cinderella,complexion,pro,calling,recommended,collapsed,economy,delivered
447,created,ppg,seeking,yahoo,investors,pacific,banging,received,pro,nyse,winners,individual,cheap,oasis,union,buy,fabulous,managers,product,lightning,im,baba,playing,chuck,charitable,uncover,terrific,shortly,contact,paint,materials,williams,petroleum,forward,data,bunch,smarter,flagship,trial,round,fire,trust,faster,plus,m,nasdaq,huge,check,click,action
448,investors,fed,interviewed,richard,fields,companies,remembered,mad,happening,markets,seeking,rant,created,fisher,strong,money,qualcomm,wishing,overheated,dropped,systemic,wrong,keeping,ideas,looking,economy,football,discussed,individual,ford,dollar,motor,interviewing,turmoil,trimming,astonished,tiller,currency,spoke,company,stanley,received,product,sell,coming,impacted,pro,brazil,recommended,ferocious
449,zulily,zu,aep,seeking,created,charitable,investors,amazon,bankable,received,am,pro,corpuspath,nyse,qihoo,winners,exelon,individual,talking,ventas,trust,boots,dominion,cant,managers,walgreens,product,lightning,greedy,utilities,uncover,shortly,weakening,excited,mar,contact,technologies,nasdaq,forward,data,buy,growth,electric,compelling,smarter,flagship,touch,trial,round,weakness
450,interviewed,products,added,pepsi,company,investors,raised,battery,regeneron,china,mad,anniversary,apple,delivered,seeking,product,pepsico,alcoa,companies,dr,created,introduced,principles,recognized,celebration,ceo,architected,beverage,according,stores,food,realized,noted,discussed,success,money,kicking,interviewing,mark,repeatedly,guiding,life,future,burned,fun,indra,spoke,received,poised,snacks
451,vale,seeking,created,spirit,therapeutics,airlines,spansion,investors,biotech,camp,nyse,rig,code,received,am,lots,nasdaq,prefer,ships,pro,brazil,cypress,thermo,winners,individual,staying,telefonica,risk,save,transocean,semi,buy,brasil,managers,product,fisher,lightning,charitable,uncover,shortly,mar,wireless,contact,iron,terrible,concerned,scientific,ben,bridge,brazilian
452,investors,added,watching,honeywell,ann,loco,cash,times,realized,discussed,stock,apple,shack,companies,discipline,stopped,nasdaq,underrated,foods,nyse,seeking,money,unprepared,portfolio,jack,shake,correction,ua,cmg,product,created,coming,interviewed,reiterated,charitable,mad,wrong,company,noted,earnings,el,products,touched,burned,buy,spinning,missed,trading,week,received
453,valued,orbital,cult,investors,execution,received,created,defense,according,nyse,nasdaq,believing,reported,cheap,stock,earnings,ebay,aerospace,pharmacyclics,moving,overvalued,expected,seeking,isis,systems,kr,gd,m,sales,putting,acquired,leading,fb,mad,cultish,questioning,looking,rocket,cap,discussed,tesla,money,pharma,disrupted,loved,patent,flowing,due,valuing,alliant
454,stratasys,seeking,created,im,encapsulated,investors,missed,entertainment,received,sell,pro,winners,involved,individual,caesars,predictably,managers,nasdaq,product,lightning,free,oncology,control,charitable,bidder,uncover,printing,shortly,opinion,contact,forward,data,nyse,smarter,sorry,split,am,software,flagship,trial,round,corp,trust,faster,email,plus,m,huge,check,click
455,index,nasdaq,composite,funds,returned,companies,listed,rank,investors,fund,achieved,assets,mutual,seeking,performance,ratio,created,acquired,apple,category,dominated,peak,biotechnology,considered,dominating,retained,investment,average,sunk,touched,date,powered,level,providing,expense,track,following,capitalization,carrying,missed,times,received,memories,measured,pro,meanwhile,usaa,touch,surge,aided
